DATATYPE,DATATYPESUBCATEGORY,PURPOSE,PURPOSESUBCATEGORY,COMPANIES,IN_NODES,IN_NODES
PHOTOGRAPH FROM PROFILE,PERSONAL DATA,LOCATION-BASED SERVICES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",61,19
PHOTOGRAPH FROM PROFILE,PERSONAL DATA,OTHER,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",61,12
PHOTOGRAPH FROM PROFILE,PERSONAL DATA,PERSONALIZE CONTENT,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",61,16
PHOTOGRAPH FROM PROFILE,PERSONAL DATA,PERSONALIZE PRODUCT,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",61,17
PHOTOGRAPH FROM PROFILE,PERSONAL DATA,PRODUCT SAFETY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",61,26
PHOTOGRAPH FROM PROFILE,PERSONAL DATA,PROTECT COMPANY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",61,27
PHOTOGRAPH FROM PROFILE,PERSONAL DATA,PROVIDE SERVICES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",61,21
PHOTOGRAPH FROM PROFILE,PERSONAL DATA,RECOGNIZE FACES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",61,22
PHOTOGRAPH FROM PROFILE,PERSONAL DATA,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",61,23
PHOTOGRAPH FROM PROFILE,PERSONAL DATA,THIRD PARTY,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",61,29
PHOTOS,PERSONAL DATA,ACCOUNT SECURITY,SAFETY AND SECURITY,FACEBOOK,62,25
PHOTOS,PERSONAL DATA,IMPROVE PRODUCT,ANALYTICS,AMAZON,62,14
PRODUCT SUPPORT,PRODUCT USE,ACCOUNT SECURITY,SAFETY AND SECURITY,"AMAZON,FACEBOOK",65,25
PRODUCT SUPPORT,PRODUCT USE,ADVERTISING,ADVERTISING,"AMAZON,APPLE",65,11
PRODUCT SUPPORT,PRODUCT USE,ANALYTICS,ANALYTICS,"AMAZON,APPLE",65,13
PRODUCT SUPPORT,PRODUCT USE,ANY PURPOSE,ANY PURPOSE,"AMAZON,APPLE,FACEBOOK,GOOGLE",65,18
PRODUCT SUPPORT,PRODUCT USE,COMPANY OPERATIONS,OPERATIONS,"AMAZON,APPLE",65,20
PRODUCT SUPPORT,PRODUCT USE,IMPROVE PRODUCT,ANALYTICS,"AMAZON,APPLE",65,14
PRODUCT SUPPORT,PRODUCT USE,LEARN USERS' BEHAVIOR,ANALYTICS,"AMAZON,APPLE",65,15
PRODUCT SUPPORT,PRODUCT USE,LOCATION-BASED SERVICES,OPERATIONS,"AMAZON,APPLE",65,19
PRODUCT SUPPORT,PRODUCT USE,OTHER,ADVERTISING,"AMAZON,APPLE",65,12
PRODUCT SUPPORT,PRODUCT USE,PERSONALIZE CONTENT,ANALYTICS,"AMAZON,APPLE",65,16
PRODUCT SUPPORT,PRODUCT USE,PERSONALIZE PRODUCT,ANALYTICS,AMAZON,65,17
PRODUCT SUPPORT,PRODUCT USE,PRODUCT SAFETY,SAFETY AND SECURITY,AMAZON,65,26
PRODUCT SUPPORT,PRODUCT USE,PROTECT COMPANY,SAFETY AND SECURITY,"AMAZON,APPLE",65,27
PRODUCT SUPPORT,PRODUCT USE,PROVIDE SERVICES,OPERATIONS,"AMAZON,APPLE",65,21
PRODUCT SUPPORT,PRODUCT USE,RECOGNIZE FACES,OPERATIONS,"AMAZON,APPLE",65,22
PRODUCT SUPPORT,PRODUCT USE,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,"AMAZON,APPLE",65,23
PRODUCT USE,PRODUCT USE,ACCOUNT SECURITY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",66,25
PRODUCT USE,PRODUCT USE,ADVERTISING,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",66,11
PRODUCT USE,PRODUCT USE,ANALYTICS,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",66,13
PRODUCT USE,PRODUCT USE,ANY PURPOSE,ANY PURPOSE,"AMAZON,APPLE,FACEBOOK,GOOGLE",66,18
PRODUCT USE,PRODUCT USE,ANYONE,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",66,28
PRODUCT USE,PRODUCT USE,COMPANY OPERATIONS,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",66,20
PRODUCT USE,PRODUCT USE,IMPROVE PRODUCT,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",66,14
PRODUCT USE,PRODUCT USE,LEARN USERS' BEHAVIOR,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",66,15
PRODUCT USE,PRODUCT USE,LOCATION-BASED SERVICES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",66,19
PRODUCT USE,PRODUCT USE,OTHER,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",66,12
PRODUCT USE,PRODUCT USE,PERSONALIZE CONTENT,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",66,16
PRODUCT USE,PRODUCT USE,PERSONALIZE PRODUCT,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",66,17
PRODUCT USE,PRODUCT USE,PRODUCT SAFETY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",66,26
PRODUCT USE,PRODUCT USE,PROTECT COMPANY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",66,27
PRODUCT USE,PRODUCT USE,PROVIDE SERVICES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",66,21
PRODUCT USE,PRODUCT USE,RECOGNIZE FACES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",66,22
PRODUCT USE,PRODUCT USE,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,"AMAZON,APPLE,FACEBOOK,GOOGLE",66,24
PRODUCT USE,PRODUCT USE,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",66,23
PRODUCT USE,PRODUCT USE,THIRD PARTY,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",66,29
PUBLIC DATA,NON-PERSONAL DATA,ACCOUNT SECURITY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",48,25
PUBLIC DATA,NON-PERSONAL DATA,ADVERTISING,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",48,11
PUBLIC DATA,NON-PERSONAL DATA,ANALYTICS,ANALYTICS,AMAZON,48,13
PUBLIC DATA,NON-PERSONAL DATA,ANY PURPOSE,ANY PURPOSE,"AMAZON,APPLE,FACEBOOK,GOOGLE",48,18
PUBLIC DATA,NON-PERSONAL DATA,ANYONE,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",48,28
PUBLIC DATA,NON-PERSONAL DATA,COMPANY OPERATIONS,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",48,20
PUBLIC DATA,NON-PERSONAL DATA,IMPROVE PRODUCT,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",48,14
PUBLIC DATA,NON-PERSONAL DATA,LEARN USERS' BEHAVIOR,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",48,15
PUBLIC DATA,NON-PERSONAL DATA,LOCATION-BASED SERVICES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",48,19
PUBLIC DATA,NON-PERSONAL DATA,OTHER,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",48,12
PUBLIC DATA,NON-PERSONAL DATA,PERSONALIZE CONTENT,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",48,16
PUBLIC DATA,NON-PERSONAL DATA,PERSONALIZE PRODUCT,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",48,17
PUBLIC DATA,NON-PERSONAL DATA,PRODUCT SAFETY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",48,26
PUBLIC DATA,NON-PERSONAL DATA,PROTECT COMPANY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",48,27
PUBLIC DATA,NON-PERSONAL DATA,PROVIDE SERVICES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",48,21
PUBLIC DATA,NON-PERSONAL DATA,RECOGNIZE FACES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",48,22
PUBLIC DATA,NON-PERSONAL DATA,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,APPLE,48,24
PUBLIC DATA,NON-PERSONAL DATA,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,"AMAZON,FACEBOOK",48,23
PUBLIC DATA,NON-PERSONAL DATA,THIRD PARTY,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",48,29
PURCHASE HISTORY,NON-PERSONAL DATA,ACCOUNT SECURITY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",49,25
PURCHASE HISTORY,NON-PERSONAL DATA,ADVERTISING,ADVERTISING,AMAZON,49,11
PURCHASE HISTORY,NON-PERSONAL DATA,ANALYTICS,ANALYTICS,AMAZON,49,13
PURCHASE HISTORY,NON-PERSONAL DATA,ANY PURPOSE,ANY PURPOSE,"AMAZON,FACEBOOK,GOOGLE",49,18
PURCHASE HISTORY,NON-PERSONAL DATA,ANYONE,THIRD PARTY,APPLE,49,28
PURCHASE HISTORY,NON-PERSONAL DATA,COMPANY OPERATIONS,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",49,20
PURCHASE HISTORY,NON-PERSONAL DATA,IMPROVE PRODUCT,ANALYTICS,AMAZON,49,14
PURCHASE HISTORY,NON-PERSONAL DATA,LEARN USERS' BEHAVIOR,ANALYTICS,AMAZON,49,15
PURCHASE HISTORY,NON-PERSONAL DATA,LOCATION-BASED SERVICES,OPERATIONS,AMAZON,49,19
PURCHASE HISTORY,NON-PERSONAL DATA,OTHER,ADVERTISING,AMAZON,49,12
PURCHASE HISTORY,NON-PERSONAL DATA,PERSONALIZE CONTENT,ANALYTICS,AMAZON,49,16
PURCHASE HISTORY,NON-PERSONAL DATA,PERSONALIZE PRODUCT,ANALYTICS,AMAZON,49,17
PURCHASE HISTORY,NON-PERSONAL DATA,PRODUCT SAFETY,SAFETY AND SECURITY,AMAZON,49,26
PURCHASE HISTORY,NON-PERSONAL DATA,PROTECT COMPANY,SAFETY AND SECURITY,AMAZON,49,27
PURCHASE HISTORY,NON-PERSONAL DATA,PROVIDE SERVICES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",49,21
PURCHASE HISTORY,NON-PERSONAL DATA,RECOGNIZE FACES,OPERATIONS,AMAZON,49,22
PURCHASE HISTORY,NON-PERSONAL DATA,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,49,23
PURCHASE HISTORY,NON-PERSONAL DATA,THIRD PARTY,THIRD PARTY,"AMAZON,FACEBOOK",49,29
"SEARCHES (TERMS, RESULTS, HISTORY)",NON-PERSONAL DATA,ACCOUNT SECURITY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",50,25
"SEARCHES (TERMS, RESULTS, HISTORY)",NON-PERSONAL DATA,ADVERTISING,ADVERTISING,AMAZON,50,11
"SEARCHES (TERMS, RESULTS, HISTORY)",NON-PERSONAL DATA,ANALYTICS,ANALYTICS,AMAZON,50,13
"SEARCHES (TERMS, RESULTS, HISTORY)",NON-PERSONAL DATA,ANY PURPOSE,ANY PURPOSE,"AMAZON,FACEBOOK,GOOGLE",50,18
"SEARCHES (TERMS, RESULTS, HISTORY)",NON-PERSONAL DATA,ANYONE,THIRD PARTY,"AMAZON,APPLE",50,28
"SEARCHES (TERMS, RESULTS, HISTORY)",NON-PERSONAL DATA,COMPANY OPERATIONS,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",50,20
"SEARCHES (TERMS, RESULTS, HISTORY)",NON-PERSONAL DATA,IMPROVE PRODUCT,ANALYTICS,AMAZON,50,14
"SEARCHES (TERMS, RESULTS, HISTORY)",NON-PERSONAL DATA,LEARN USERS' BEHAVIOR,ANALYTICS,AMAZON,50,15
"SEARCHES (TERMS, RESULTS, HISTORY)",NON-PERSONAL DATA,LOCATION-BASED SERVICES,OPERATIONS,AMAZON,50,19
"SEARCHES (TERMS, RESULTS, HISTORY)",NON-PERSONAL DATA,OTHER,ADVERTISING,"AMAZON,APPLE,GOOGLE",50,12
"SEARCHES (TERMS, RESULTS, HISTORY)",NON-PERSONAL DATA,PERSONALIZE CONTENT,ANALYTICS,AMAZON,50,16
"SEARCHES (TERMS, RESULTS, HISTORY)",NON-PERSONAL DATA,PERSONALIZE PRODUCT,ANALYTICS,AMAZON,50,17
"SEARCHES (TERMS, RESULTS, HISTORY)",NON-PERSONAL DATA,PRODUCT SAFETY,SAFETY AND SECURITY,AMAZON,50,26
"SEARCHES (TERMS, RESULTS, HISTORY)",NON-PERSONAL DATA,PROTECT COMPANY,SAFETY AND SECURITY,AMAZON,50,27
"SEARCHES (TERMS, RESULTS, HISTORY)",NON-PERSONAL DATA,PROVIDE SERVICES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",50,21
"SEARCHES (TERMS, RESULTS, HISTORY)",NON-PERSONAL DATA,RECOGNIZE FACES,OPERATIONS,AMAZON,50,22
"SEARCHES (TERMS, RESULTS, HISTORY)",NON-PERSONAL DATA,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,50,23
"SEARCHES (TERMS, RESULTS, HISTORY)",NON-PERSONAL DATA,THIRD PARTY,THIRD PARTY,"AMAZON,FACEBOOK",50,29
SERVICE PROVIDER,DEVICE SIGNALS,ACCOUNT SECURITY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,25
SERVICE PROVIDER,DEVICE SIGNALS,ADVERTISING,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,11
SERVICE PROVIDER,DEVICE SIGNALS,ANALYTICS,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,13
SERVICE PROVIDER,DEVICE SIGNALS,ANY PURPOSE,ANY PURPOSE,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,18
SERVICE PROVIDER,DEVICE SIGNALS,ANYONE,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,28
SERVICE PROVIDER,DEVICE SIGNALS,COMPANY OPERATIONS,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,20
SERVICE PROVIDER,DEVICE SIGNALS,IMPROVE PRODUCT,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,14
SERVICE PROVIDER,DEVICE SIGNALS,LEARN USERS' BEHAVIOR,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,15
SERVICE PROVIDER,DEVICE SIGNALS,LOCATION-BASED SERVICES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,19
SERVICE PROVIDER,DEVICE SIGNALS,OTHER,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,12
SERVICE PROVIDER,DEVICE SIGNALS,PERSONALIZE CONTENT,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,16
SERVICE PROVIDER,DEVICE SIGNALS,PERSONALIZE PRODUCT,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,17
SERVICE PROVIDER,DEVICE SIGNALS,PRODUCT SAFETY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,26
SERVICE PROVIDER,DEVICE SIGNALS,PROTECT COMPANY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,27
SERVICE PROVIDER,DEVICE SIGNALS,PROVIDE SERVICES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,21
SERVICE PROVIDER,DEVICE SIGNALS,RECOGNIZE FACES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,22
SERVICE PROVIDER,DEVICE SIGNALS,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,24
SERVICE PROVIDER,DEVICE SIGNALS,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,23
SERVICE PROVIDER,DEVICE SIGNALS,THIRD PARTY,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",42,29
SOCIAL SECURITY NUMBER,PERSONAL DATA,ACCOUNT SECURITY,SAFETY AND SECURITY,AMAZON,63,25
SOCIAL SECURITY NUMBER,PERSONAL DATA,ADVERTISING,ADVERTISING,AMAZON,63,11
SOCIAL SECURITY NUMBER,PERSONAL DATA,COMPANY OPERATIONS,OPERATIONS,AMAZON,63,20
SOCIAL SECURITY NUMBER,PERSONAL DATA,IMPROVE PRODUCT,ANALYTICS,AMAZON,63,14
SOCIAL SECURITY NUMBER,PERSONAL DATA,LEARN USERS' BEHAVIOR,ANALYTICS,AMAZON,63,15
SOCIAL SECURITY NUMBER,PERSONAL DATA,OTHER,ADVERTISING,AMAZON,63,12
SOCIAL SECURITY NUMBER,PERSONAL DATA,PERSONALIZE CONTENT,ANALYTICS,AMAZON,63,16
SOCIAL SECURITY NUMBER,PERSONAL DATA,PRODUCT SAFETY,SAFETY AND SECURITY,AMAZON,63,26
SOCIAL SECURITY NUMBER,PERSONAL DATA,PROTECT COMPANY,SAFETY AND SECURITY,AMAZON,63,27
SOCIAL SECURITY NUMBER,PERSONAL DATA,PROVIDE SERVICES,OPERATIONS,AMAZON,63,21
SOCIAL SECURITY NUMBER,PERSONAL DATA,RECOGNIZE FACES,OPERATIONS,AMAZON,63,22
SOCIAL SECURITY NUMBER,PERSONAL DATA,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,AMAZON,63,23
USER'S CONTACT INFORMATION,PERSONAL DATA,ACCOUNT SECURITY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",64,25
USER'S CONTACT INFORMATION,PERSONAL DATA,ADVERTISING,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",64,11
USER'S CONTACT INFORMATION,PERSONAL DATA,ANALYTICS,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",64,13
USER'S CONTACT INFORMATION,PERSONAL DATA,ANY PURPOSE,ANY PURPOSE,"AMAZON,APPLE,FACEBOOK,GOOGLE",64,18
USER'S CONTACT INFORMATION,PERSONAL DATA,ANYONE,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",64,28
USER'S CONTACT INFORMATION,PERSONAL DATA,COMPANY OPERATIONS,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",64,20
USER'S CONTACT INFORMATION,PERSONAL DATA,IMPROVE PRODUCT,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",64,14
USER'S CONTACT INFORMATION,PERSONAL DATA,LEARN USERS' BEHAVIOR,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",64,15
USER'S CONTACT INFORMATION,PERSONAL DATA,LOCATION-BASED SERVICES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",64,19
USER'S CONTACT INFORMATION,PERSONAL DATA,OTHER,ADVERTISING,"AMAZON,APPLE,FACEBOOK,GOOGLE",64,12
USER'S CONTACT INFORMATION,PERSONAL DATA,PERSONALIZE CONTENT,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",64,16
USER'S CONTACT INFORMATION,PERSONAL DATA,PERSONALIZE PRODUCT,ANALYTICS,"AMAZON,APPLE,FACEBOOK,GOOGLE",64,17
USER'S CONTACT INFORMATION,PERSONAL DATA,PRODUCT SAFETY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",64,26
USER'S CONTACT INFORMATION,PERSONAL DATA,PROTECT COMPANY,SAFETY AND SECURITY,"AMAZON,APPLE,FACEBOOK,GOOGLE",64,27
USER'S CONTACT INFORMATION,PERSONAL DATA,PROVIDE SERVICES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",64,21
USER'S CONTACT INFORMATION,PERSONAL DATA,RECOGNIZE FACES,OPERATIONS,"AMAZON,APPLE,FACEBOOK,GOOGLE",64,22
USER'S CONTACT INFORMATION,PERSONAL DATA,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",64,23
USER'S CONTACT INFORMATION,PERSONAL DATA,THIRD PARTY,THIRD PARTY,"AMAZON,APPLE,FACEBOOK,GOOGLE",64,29
