DATATYPE,DATATYPESUBCATEGORY,PURPOSE,PURPOSESUBCATEGORY,APPLECONCRETETEXT,FACEBOOKCONCRETETEXT,AMAZONCONCRETETEXT,GOOGLECONCRETETEXT,USERCONTROLFACEBOOK,COMPANIES
FEATURES USE,PRODUCT USE,PRODUCT SAFETY,SAFETY AND SECURITY,"We may collect, use, transfer, and disclose non-personal information for any purpose.","We use the information we have to verify accounts and activity, combat harmful conduct, detect and prevent spam and other bad experiences, maintain the integrity of our Products, and promote safety and security on and off of Facebook Products.","We release account and other personal information when we believe release is appropriate to comply with the law; enforce or apply our Conditions of Use and other agreements; or protect the rights, property, or safety of Amazon, our users, or others.","We use information to help improve the safety and reliability of our services. This includes detecting, preventing, and responding to fraud, abuse, security risks, and technical issues that could harm Google, our users, or the public.",No,"AMAZON,APPLE,FACEBOOK,GOOGLE"
FEATURES USE,PRODUCT USE,PROTECT COMPANY,SAFETY AND SECURITY,"We may collect, use, transfer, and disclose non-personal information for any purpose.","We use the information we have to verify accounts and activity, combat harmful conduct, detect and prevent spam and other bad experiences, maintain the integrity of our Products, and promote safety and security on and off of Facebook Products.","We use personal information to prevent and detect fraud and abuse in order to protect the security of our customers, Amazon, and others. We may also use scoring methods to assess and manage credit risks.","We use information to help improve the safety and reliability of our services. This includes detecting, preventing, and responding to fraud, abuse, security risks, and technical issues that could harm Google, our users, or the public.",No,"AMAZON,APPLE,FACEBOOK,GOOGLE"
FEATURES USE,PRODUCT USE,PROVIDE SERVICES,OPERATIONS,"We may collect, use, transfer, and disclose non-personal information for any purpose.","We use the information we have to deliver our Products, including to personalize features and content (including your News Feed, Instagram Feed, Instagram Stories and ads) and make suggestions for you (such as groups or events you may be interested in or topics you may want to follow) on and off our Products. To create personalized Products that are unique and relevant to you, we use your connections, preferences, interests and activities based on the data we collect and learn from you and others (including any data with special protections you choose to provide); how you use and interact with our Products; and the people, places, or things you're connected to and interested in on and off our Products.","We use your personal information to provide functionality, analyze performance, fix errors, and improve the usability and effectiveness of the Amazon Services.","We use your information to deliver our services, like processing the terms you search for in order to return results or helping you share content by suggesting recipients from your contacts.",No,"AMAZON,APPLE,FACEBOOK,GOOGLE"
FEATURES USE,PRODUCT USE,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,"We may collect, use, transfer, and disclose non-personal information for any purpose.","We use the information we have (including from research partners we collaborate with) to conduct and support research and innovation on topics of general social welfare, technological advancement, public interest, health and well-being.","We use your personal information to operate, provide, develop, and improve the products and services that we offer our customers.",We use the information we collect in existing services to help us develop new ones.,No,"AMAZON,APPLE,FACEBOOK,GOOGLE"
FEATURES USE,PRODUCT USE,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,"We may collect, use, transfer, and disclose non-personal information for any purpose.",We share information about you with companies that aggregate it to provide analytics and measurement reports to our partners.,"We employ other companies and individuals to perform functions on our behalf. Examples include fulfilling orders for products or services, delivering packages, sending postal mail and e-mail, removing repetitive information from customer lists, analyzing data, providing marketing assistance, providing search results and links (including paid listings and links), processing payments, transmitting content, scoring, assessing and managing credit risk, and providing customer service. These third-party service providers have access to personal information needed to perform their functions, but may not use it for other purposes.","We may share non-personally identifiable information publicly and with our partners — like publishers, advertisers, developers, or rights holders.",No,"AMAZON,APPLE,FACEBOOK,GOOGLE"
FEATURES USE,PRODUCT USE,THIRD PARTY,THIRD PARTY,"We may collect, use, transfer, and disclose non-personal information for any purpose.","We use the information we have (including your activity off our Products, such as the websites you visit and ads you see) to help advertisers and other partners measure the effectiveness and distribution of their ads and services, and understand the types of people who use their services and how people interact with their websites, apps, and services.","We make available to you services, products, applications, or skills provided by third parties for use on or through Amazon Services. For example, you can order products from third parties through our stores, download applications from third-party application providers from our App Store, and enable third-party skills through our Alexa services. We also offer services or sell product lines jointly with third-party businesses, such as co-branded credit cards. You can tell when a third party is involved in your transactions, and we share customers’ personal information related to those transactions with that third party.","We provide personal information to our affiliates and other trusted businesses or persons to process it for us, based on our instructions and in compliance with our Privacy Policy and any other appropriate confidentiality and security measures.",No,"AMAZON,APPLE,FACEBOOK,GOOGLE"
FILE INFORMATION,DEVICE INFO,ACCOUNT SECURITY,SAFETY AND SECURITY,"We may also use your personal information for account and network security purposes, including in order to protect our services for the benefit of all our users, and pre-screening or scanning uploaded content for potentially illegal content, including child sexual exploitation material.","We use the information we have to verify accounts and activity, combat harmful conduct, detect and prevent spam and other bad experiences, maintain the integrity of our Products, and promote safety and security on and off of Facebook Products.","We use personal information to prevent and detect fraud and abuse in order to protect the security of our customers, Amazon, and others.","We use information to help improve the safety and reliability of our services. This includes detecting, preventing, and responding to fraud, abuse, security risks, and technical issues that could harm Google, our users, or the public.",No,"AMAZON,APPLE,FACEBOOK,GOOGLE"
FILE INFORMATION,DEVICE INFO,ADVERTISING,ADVERTISING,,,"We use your personal information to display interest-based ads for features, products, and services that might be of interest to you. We do not use information that personally identifies you to display interest-based ads.",,No,AMAZON
FILE INFORMATION,DEVICE INFO,ANALYTICS,ANALYTICS,All analysis of data from your iCloud account including text snippets from email messages or other similar data in your account is undertaken only after the data has undergone privacy preserving techniques such as differential privacy so that it is not associated with you or your account.,"We use the information we have to verify accounts and activity, combat harmful conduct, detect and prevent spam and other bad experiences, maintain the integrity of our Products, and promote safety and security on and off of Facebook Products.","We use your personal information to provide functionality, analyze performance, fix errors, and improve the usability and effectiveness of the Amazon Services.",We use data for analytics and measurement to understand how our services are used.,No,"AMAZON,APPLE,FACEBOOK,GOOGLE"
FILE INFORMATION,DEVICE INFO,COMPANY OPERATIONS,OPERATIONS,All analysis of data from your iCloud account including text snippets from email messages or other similar data in your account is undertaken only after the data has undergone privacy preserving techniques such as differential privacy so that it is not associated with you or your account.,,"We use your personal information to take and handle orders, deliver products and services, process payments, and communicate with you about orders, products and services, and promotional offers.",We use your information to deliver our services,No,"AMAZON,APPLE,GOOGLE"
FILE INFORMATION,DEVICE INFO,IMPROVE PRODUCTS,ANALYTICS,All analysis of data from your iCloud account including text snippets from email messages or other similar data in your account is undertaken only after the data has undergone privacy preserving techniques such as differential privacy so that it is not associated with you or your account.,,"We use your personal information to provide functionality, analyze performance, fix errors, and improve the usability and effectiveness of the Amazon Services.","And we use your information to make improvements to our services — for example, understanding which search terms are most frequently misspelled helps us improve spell-check features used across our services.",No,"AMAZON,APPLE,GOOGLE"
FILE INFORMATION,DEVICE INFO,LEARN USERS' BEHAVIOR,ANALYTICS,All analysis of data from your iCloud account including text snippets from email messages or other similar data in your account is undertaken only after the data has undergone privacy preserving techniques such as differential privacy so that it is not associated with you or your account.,,"We use your personal information to recommend features, products, and services that might be of interest to you, identify your preferences, and personalize your experience with Amazon Services.","And we use your information to make improvements to our services — for example, understanding which search terms are most frequently misspelled helps us improve spell-check features used across our services. For example, we use cookies to analyze how people interact with our services.",No,"AMAZON,APPLE,GOOGLE"
FILE INFORMATION,DEVICE INFO,LEGAL COMPLIANCE,THIRD PARTY,All analysis of data from your iCloud account including text snippets from email messages or other similar data in your account is undertaken only after the data has undergone privacy preserving techniques such as differential privacy so that it is not associated with you or your account.,"We access, preserve and share your information with regulators, law enforcement or others: In response to a legal request (like a search warrant, court order or subpoena) if we have a good faith belief that the law requires us to do so. This may include responding to legal requests from jurisdictions outside of the United States when we have a good-faith belief that the response is required by law in that jurisdiction, affects users in that jurisdiction, and is consistent with internationally recognized standards.","We release account and other personal information when we believe release is appropriate to comply with the law; enforce or apply our Conditions of Use and other agreements; or protect the rights, property, or safety of Amazon, our users, or others.","Google also uses information to satisfy applicable laws or regulations, and discloses information in response to legal process or enforceable government requests, including to law enforcement.",No,"AMAZON,APPLE,FACEBOOK,GOOGLE"
FILE INFORMATION,DEVICE INFO,LOCATION-BASED SERVICES,OPERATIONS,,,"We use your personal information to take and handle orders, deliver products and services, process payments, and communicate with you about orders, products and services, and promotional offers.",,No,AMAZON
FILE INFORMATION,DEVICE INFO,PERSONALIZE CONTENT,ANALYTICS,,,"We use your personal information to recommend features, products, and services that might be of interest to you, identify your preferences, and personalize your experience with Amazon Services.","Examples of how we use your information to deliver our services include: ... Photos and videos you upload to Google Photos are used to help you create albums, animations, and other creations that you can share.",No,"AMAZON,GOOGLE"
FILE INFORMATION,DEVICE INFO,PERSONALIZE PRODUCTS,ANALYTICS,,,"We use your personal information to recommend features, products, and services that might be of interest to you, identify your preferences, and personalize your experience with Amazon Services.","We use the information we collect to customize our services for you, including providing recommendations, personalized content, and customized search results.",No,"AMAZON,GOOGLE"
FILE INFORMATION,DEVICE INFO,PRODUCT SAFETY,SAFETY AND SECURITY,"We may also use your personal information for account and network security purposes, including in order to protect our services for the benefit of all our users, and pre-screening or scanning uploaded content for potentially illegal content, including child sexual exploitation material.",,"We release account and other personal information when we believe release is appropriate to comply with the law; enforce or apply our Conditions of Use and other agreements; or protect the rights, property, or safety of Amazon, our users, or others.","We use information to help improve the safety and reliability of our services. This includes detecting, preventing, and responding to fraud, abuse, security risks, and technical issues that could harm Google, our users, or the public.",No,"AMAZON,APPLE,GOOGLE"
FILE INFORMATION,DEVICE INFO,PROTECT COMPANY,SAFETY AND SECURITY,"We may also use your personal information for account and network security purposes, including in order to protect our services for the benefit of all our users, and pre-screening or scanning uploaded content for potentially illegal content, including child sexual exploitation material.",,"We use personal information to prevent and detect fraud and abuse in order to protect the security of our customers, Amazon, and others. We may also use scoring methods to assess and manage credit risks.","We use information to help improve the safety and reliability of our services. This includes detecting, preventing, and responding to fraud, abuse, security risks, and technical issues that could harm Google, our users, or the public.",No,"AMAZON,APPLE,GOOGLE"
FILE INFORMATION,DEVICE INFO,PROVIDE SERVICES,OPERATIONS,"We may also use personal information for internal purposes such as auditing, data analysis, and research to improve Apple’s products, services, and customer communications.","We use the information we have to deliver our Products, including to personalize features and content (including your News Feed, Instagram Feed, Instagram Stories and ads) and make suggestions for you (such as groups or events you may be interested in or topics you may want to follow) on and off our Products.","We use your personal information to provide functionality, analyze performance, fix errors, and improve the usability and effectiveness of the Amazon Services.","We use your information to deliver our services, like processing the terms you search for in order to return results or helping you share content by suggesting recipients from your contacts.",No,"AMAZON,APPLE,FACEBOOK,GOOGLE"
FILE INFORMATION,DEVICE INFO,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,"We may also use personal information for internal purposes such as auditing, data analysis, and research to improve Apple’s products, services, and customer communications.",,"We use your personal information to operate, provide, develop, and improve the products and services that we offer our customers.","We also collect the content you create, upload, or receive from others when using our services. This includes things like email you write and receive, photos and videos you save, docs and spreadsheets you create, and comments you make on YouTube videos.",No,"AMAZON,APPLE,GOOGLE"
FILE INFORMATION,DEVICE INFO,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,,We share information about you with companies that aggregate it to provide analytics and measurement reports to our partners.,"We employ other companies and individuals to perform functions on our behalf. Examples include fulfilling orders for products or services, delivering packages, sending postal mail and e-mail, removing repetitive information from customer lists, analyzing data, providing marketing assistance, providing search results and links (including paid listings and links), processing payments, transmitting content, scoring, assessing and managing credit risk, and providing customer service. These third-party service providers have access to personal information needed to perform their functions, but may not use it for other purposes.","We may share non-personally identifiable information publicly and with our partners — like publishers, advertisers, developers, or rights holders. For example, we share information publicly to show trends about the general use of our services. We also allow specific partners to collect information from your browser or device for advertising and measurement purposes using their own cookies or similar technologies.",No,"AMAZON,FACEBOOK,GOOGLE"
IP ADDRESS,DEVICE INFO,ACCOUNT SECURITY,SAFETY AND SECURITY,"We may collect, use, transfer, and disclose non-personal information for any purpose.","We use the information we have to verify accounts and activity, combat harmful conduct, detect and prevent spam and other bad experiences, maintain the integrity of our Products, and promote safety and security on and off of Facebook Products.","We use personal information to prevent and detect fraud and abuse in order to protect the security of our customers, Amazon, and others.","We use information to help improve the safety and reliability of our services. This includes detecting, preventing, and responding to fraud, abuse, security risks, and technical issues that could harm Google, our users, or the public.",No,"AMAZON,APPLE,FACEBOOK,GOOGLE"
IP ADDRESS,DEVICE INFO,ADVERTISING,ADVERTISING,"We may collect, use, transfer, and disclose non-personal information for any purpose.","We provide advertisers with reports about the kinds of people seeing their ads and how their ads are performing, but we don't share information that personally identifies you (information such as your name or email address that by itself can be used to contact you or identifies who you are) unless you give us permission.","We use your personal information to display interest-based ads for features, products, and services that might be of interest to you. We do not use information that personally identifies you to display interest-based ads.","Google Analytics also collects Internet Protocol (IP) addresses to provide and protect the security of the service, and to give website owners a sense of which country, state, or city in the world their users come from (also known as ""IP geolocation""). Google Analytics provides a method to mask IPs that are collected (detailed below) but note that website owners have access to their users’ IP addresses even if the website owners do not use Google Analytics.",No,"AMAZON,APPLE,FACEBOOK,GOOGLE"
IP ADDRESS,DEVICE INFO,ANALYTICS,ANALYTICS,"We may collect, use, transfer, and disclose non-personal information for any purpose.","We use the information we have to develop, test and improve our Products, including by conducting surveys and research, and testing and troubleshooting new products and features.","We use your personal information to provide functionality, analyze performance, fix errors, and improve the usability and effectiveness of the Amazon Services.",We use data for analytics and measurement to understand how our services are used.,No,"AMAZON,APPLE,FACEBOOK,GOOGLE"
IP ADDRESS,DEVICE INFO,COMPANY OPERATIONS,OPERATIONS,"We may collect, use, transfer, and disclose non-personal information for any purpose.","We use the information we have to deliver our Products, including to personalize features and content (including your News Feed, Instagram Feed, Instagram Stories and ads) and make suggestions for you (such as groups or events you may be interested in or topics you may want to follow) on and off our Products.","We use your personal information to take and handle orders, deliver products and services, process payments, and communicate with you about orders, products and services, and promotional offers.",We use your information to deliver our services,No,"AMAZON,APPLE,FACEBOOK,GOOGLE"
IP ADDRESS,DEVICE INFO,IMPROVE PRODUCTS,ANALYTICS,"We may collect, use, transfer, and disclose non-personal information for any purpose.","We use the information we have to deliver our Products, including to personalize features and content (including your News Feed, Instagram Feed, Instagram Stories and ads) and make suggestions for you (such as groups or events you may be interested in or topics you may want to follow) on and off our Products.","We use your personal information to provide functionality, analyze performance, fix errors, and improve the usability and effectiveness of the Amazon Services.","And we use your information to make improvements to our services — for example, understanding which search terms are most frequently misspelled helps us improve spell-check features used across our services.",No,"AMAZON,APPLE,FACEBOOK,GOOGLE"
IP ADDRESS,DEVICE INFO,LEARN USERS' BEHAVIOR,ANALYTICS,"We may collect, use, transfer, and disclose non-personal information for any purpose.","We use the information we have to deliver our Products, including to personalize features and content (including your News Feed, Instagram Feed, Instagram Stories and ads) and make suggestions for you (such as groups or events you may be interested in or topics you may want to follow) on and off our Products.","We use your personal information to recommend features, products, and services that might be of interest to you, identify your preferences, and personalize your experience with Amazon Services.","And we use your information to make improvements to our services — for example, understanding which search terms are most frequently misspelled helps us improve spell-check features used across our services. For example, we use cookies to analyze how people interact with our services.",No,"AMAZON,APPLE,FACEBOOK,GOOGLE"
IP ADDRESS,DEVICE INFO,LEGAL COMPLIANCE,THIRD PARTY,"We may collect, use, transfer, and disclose non-personal information for any purpose.","We access, preserve and share your information with regulators, law enforcement or others: In response to a legal request (like a search warrant, court order or subpoena) if we have a good faith belief that the law requires us to do so. This may include responding to legal requests from jurisdictions outside of the United States when we have a good-faith belief that the response is required by law in that jurisdiction, affects users in that jurisdiction, and is consistent with internationally recognized standards.","We release account and other personal information when we believe release is appropriate to comply with the law; enforce or apply our Conditions of Use and other agreements; or protect the rights, property, or safety of Amazon, our users, or others.","Google also uses information to satisfy applicable laws or regulations, and discloses information in response to legal process or enforceable government requests, including to law enforcement.",No,"AMAZON,APPLE,FACEBOOK,GOOGLE"
IP ADDRESS,DEVICE INFO,LOCATION-BASED SERVICES,OPERATIONS,"We may collect, use, transfer, and disclose non-personal information for any purpose.","We use location-related information-such as your current location, where you live, the places you like to go, and the businesses and people you're near-to provide, personalize and improve our Products, including ads, for you and others. Location-related information can be based on things like precise device location (if you've allowed us to collect it), IP addresses, and information from your and others' use of Facebook Products (such as check-ins or events you attend).","We use your personal information to take and handle orders, deliver products and services, process payments, and communicate with you about orders, products and services, and promotional offers.","We collect information about your location when you use our services, which helps us offer features like driving directions for your weekend getaway or showtimes for movies playing near you.",No,"AMAZON,APPLE,FACEBOOK,GOOGLE"
IP ADDRESS,DEVICE INFO,PERSONALIZE CONTENT,ANALYTICS,"We may collect, use, transfer, and disclose non-personal information for any purpose.","We use the information we have to deliver our Products, including to personalize features and content (including your News Feed, Instagram Feed, Instagram Stories and ads) and make suggestions for you (such as groups or events you may be interested in or topics you may want to follow) on and off our Products.","We use your personal information to recommend features, products, and services that might be of interest to you, identify your preferences, and personalize your experience with Amazon Services.","When you’re not signed in to a Google Account, we store the information we collect with unique identifiers tied to the browser, application, or device you’re using. This helps us do things like maintain your language preferences across browsing sessions.",No,"AMAZON,APPLE,FACEBOOK,GOOGLE"
IP ADDRESS,DEVICE INFO,PERSONALIZE PRODUCTS,ANALYTICS,"We may collect, use, transfer, and disclose non-personal information for any purpose.","We use the information we have to deliver our Products, including to personalize features and content (including your News Feed, Instagram Feed, Instagram Stories and ads) and make suggestions for you (such as groups or events you may be interested in or topics you may want to follow) on and off our Products.","We use your personal information to recommend features, products, and services that might be of interest to you, identify your preferences, and personalize your experience with Amazon Services.","We collect information about your location when you use our services, which helps us offer features like driving directions for your weekend getaway or showtimes for movies playing near you. Your location can be determined with varying degrees of accuracy by: GPS; IP address",No,"AMAZON,APPLE,FACEBOOK,GOOGLE"
IP ADDRESS,DEVICE INFO,PRODUCT SAFETY,SAFETY AND SECURITY,"We may collect, use, transfer, and disclose non-personal information for any purpose.","We use the information we have to verify accounts and activity, combat harmful conduct, detect and prevent spam and other bad experiences, maintain the integrity of our Products, and promote safety and security on and off of Facebook Products.","We release account and other personal information when we believe release is appropriate to comply with the law; enforce or apply our Conditions of Use and other agreements; or protect the rights, property, or safety of Amazon, our users, or others.","We use information to help improve the safety and reliability of our services. This includes detecting, preventing, and responding to fraud, abuse, security risks, and technical issues that could harm Google, our users, or the public.",No,"AMAZON,APPLE,FACEBOOK,GOOGLE"
IP ADDRESS,DEVICE INFO,PROVIDE SERVICES,OPERATIONS,"We may collect, use, transfer, and disclose non-personal information for any purpose.","We use the information we have to develop, test and improve our Products, including by conducting surveys and research, and testing and troubleshooting new products and features.","We use your personal information to provide functionality, analyze performance, fix errors, and improve the usability and effectiveness of the Amazon Services.","We use your information to deliver our services, like processing the terms you search for in order to return results or helping you share content by suggesting recipients from your contacts.",No,"AMAZON,APPLE,FACEBOOK,GOOGLE"
IP ADDRESS,DEVICE INFO,RESEARCH AND DEVELOPMENT,RESEARCH AND DEVELOPMENT,"We may collect, use, transfer, and disclose non-personal information for any purpose.","We use the information we have (subject to choices you make) as described below ...Product research and development: We use the information we have to develop, test and improve our Products, including by conducting surveys and research, and testing and troubleshooting new products and features.","We use your personal information to operate, provide, develop, and improve the products and services that we offer our customers.",We use the information we collect in existing services to help us develop new ones.,No,"AMAZON,APPLE,FACEBOOK,GOOGLE"
IP ADDRESS,DEVICE INFO,SERVICES FOR EXTERNAL BUSINESSES,THIRD PARTY,"We may collect, use, transfer, and disclose non-personal information for any purpose.",We share information about you with companies that aggregate it to provide analytics and measurement reports to our partners.,"We employ other companies and individuals to perform functions on our behalf. Examples include fulfilling orders for products or services, delivering packages, sending postal mail and e-mail, removing repetitive information from customer lists, analyzing data, providing marketing assistance, providing search results and links (including paid listings and links), processing payments, transmitting content, scoring, assessing and managing credit risk, and providing customer service. These third-party service providers have access to personal information needed to perform their functions, but may not use it for other purposes.","Google uses and may disclose information to detect, prevent and respond to security incidents, and for protecting against other malicious, deceptive, fraudulent, or illegal activity. For example, to protect our services, Google may receive or disclose information about IP addresses that malicious actors have compromised.",No,"AMAZON,APPLE,FACEBOOK,GOOGLE"
IP ADDRESS,DEVICE INFO,THIRD PARTY,THIRD PARTY,"We may collect, use, transfer, and disclose non-personal information for any purpose.",We share information about you with companies that aggregate it to provide analytics and measurement reports to our partners.,"We make available to you services, products, applications, or skills provided by third parties for use on or through Amazon Services. For example, you can order products from third parties through our stores, download applications from third-party application providers from our App Store, and enable third-party skills through our Alexa services. We also offer services or sell product lines jointly with third-party businesses, such as co-branded credit cards. You can tell when a third party is involved in your transactions, and we share customers’ personal information related to those transactions with that third party.","We provide personal information to our affiliates and other trusted businesses or persons to process it for us, based on our instructions and in compliance with our Privacy Policy and any other appropriate confidentiality and security measures.",No,"AMAZON,APPLE,FACEBOOK,GOOGLE"
LOCATION HISTORY,LOCATION FROM DEVICE,ACCOUNT SECURITY,SAFETY AND SECURITY,"We also use personal information to help us create, develop, operate, deliver, and improve our products, services, content and advertising, and for loss prevention and anti-fraud purposes.","We use the information we have to verify accounts and activity, combat harmful conduct, detect and prevent spam and other bad experiences, maintain the integrity of our Products, and promote safety and security on and off of Facebook Products.","We use personal information to prevent and detect fraud and abuse in order to protect the security of our customers, Amazon, and others.","We use information to help improve the safety and reliability of our services. This includes detecting, preventing, and responding to fraud, abuse, security risks, and technical issues that could harm Google, our users, or the public.",No,"AMAZON,APPLE,FACEBOOK,GOOGLE"
LOCATION HISTORY,LOCATION FROM DEVICE,ADVERTISING,ADVERTISING,"We also use personal information to help us create, develop, operate, deliver, and improve our products, services, content and advertising, and for loss prevention and anti-fraud purposes.","We provide advertisers with reports about the kinds of people seeing their ads and how their ads are performing, but we don't share information that personally identifies you (information such as your name or email address that by itself can be used to contact you or identifies who you are) unless you give us permission.","We use your personal information to display interest-based ads for features, products, and services that might be of interest to you. We do not use information that personally identifies you to display interest-based ads.","If you turn off personalization, Google ads will use info like your general location or the content of the website you’re visiting.",No,"AMAZON,APPLE,FACEBOOK,GOOGLE"
LOCATION HISTORY,LOCATION FROM DEVICE,ANALYTICS,ANALYTICS,,"We use the information we have to develop, test and improve our Products, including by conducting surveys and research, and testing and troubleshooting new products and features.","We use your personal information to provide functionality, analyze performance, fix errors, and improve the usability and effectiveness of the Amazon Services.",We use data for analytics and measurement to understand how our services are used.,No,"AMAZON,FACEBOOK,GOOGLE"
LOCATION HISTORY,LOCATION FROM DEVICE,COMPANY OPERATIONS,OPERATIONS,,"We use the information we have to deliver our Products, including to personalize features and content (including your News Feed, Instagram Feed, Instagram Stories and ads) and make suggestions for you (such as groups or events you may be interested in or topics you may want to follow) on and off our Products.","We use your personal information to take and handle orders, deliver products and services, process payments, and communicate with you about orders, products and services, and promotional offers.",We use your information to deliver our services,No,"AMAZON,FACEBOOK,GOOGLE"
LOCATION HISTORY,LOCATION FROM DEVICE,IMPROVE PRODUCTS,ANALYTICS,,"We use the information we have to deliver our Products, including to personalize features and content (including your News Feed, Instagram Feed, Instagram Stories and ads) and make suggestions for you (such as groups or events you may be interested in or topics you may want to follow) on and off our Products.","We use your personal information to provide functionality, analyze performance, fix errors, and improve the usability and effectiveness of the Amazon Services.","And we use your information to make improvements to our services — for example, understanding which search terms are most frequently misspelled helps us improve spell-check features used across our services.",No,"AMAZON,FACEBOOK,GOOGLE"
LOCATION HISTORY,LOCATION FROM DEVICE,LEARN USERS' BEHAVIOR,ANALYTICS,"We may collect information such as occupation, language, zip code, area code, unique device identifier, referrer URL, location, and the time zone where an Apple product is used so that we can better understand customer behavior and improve our products, services, and advertising.","We provide information and content to vendors and service providers who support our business, such as by providing technical infrastructure services, analyzing how our Products are used, providing customer service, facilitating payments or conducting surveys.","We use your personal information to recommend features, products, and services that might be of interest to you, identify your preferences, and personalize your experience with Amazon Services.","And we use your information to make improvements to our services — for example, understanding which search terms are most frequently misspelled helps us improve spell-check features used across our services. For example, we use cookies to analyze how people interact with our services.",No,"AMAZON,APPLE,FACEBOOK,GOOGLE"
LOCATION HISTORY,LOCATION FROM DEVICE,LEGAL COMPLIANCE,THIRD PARTY,,"We access, preserve and share your information with regulators, law enforcement or others: In response to a legal request (like a search warrant, court order or subpoena) if we have a good faith belief that the law requires us to do so. This may include responding to legal requests from jurisdictions outside of the United States when we have a good-faith belief that the response is required by law in that jurisdiction, affects users in that jurisdiction, and is consistent with internationally recognized standards.","We release account and other personal information when we believe release is appropriate to comply with the law; enforce or apply our Conditions of Use and other agreements; or protect the rights, property, or safety of Amazon, our users, or others.","Google also uses information to satisfy applicable laws or regulations, and discloses information in response to legal process or enforceable government requests, including to law enforcement.",No,"AMAZON,FACEBOOK,GOOGLE"
LOCATION HISTORY,LOCATION FROM DEVICE,LOCATION-BASED SERVICES,OPERATIONS,"Significant Locations allows iPhone, iPad, Apple Watch, and iCloud to learn the places that are significant to a user in order to provide useful location-related features and information in a way that Apple can’t read.","We use location-related information-such as your current location, where you live, the places you like to go, and the businesses and people you're near-to provide, personalize and improve our Products, including ads, for you and others. Location-related information can be based on things like precise device location (if you've allowed us to collect it), IP addresses, and information from your and others' use of Facebook Products (such as check-ins or events you attend).","We use your personal information to take and handle orders, deliver products and services, process payments, and communicate with you about orders, products and services, and promotional offers.","For example, you can turn on Location History if you want traffic predictions for your daily commute",No,"AMAZON,APPLE,FACEBOOK,GOOGLE"
LOCATION HISTORY,LOCATION FROM DEVICE,PERSONALIZE CONTENT,ANALYTICS,"Features that leverage Significant Locations involve intelligent assistance and prediction, such as Memories in Photos and predictive traffic routing on the Lock screen.","We use the information we have to deliver our Products, including to personalize features and content (including your News Feed, Instagram Feed, Instagram Stories and ads) and make suggestions for you (such as groups or events you may be interested in or topics you may want to follow) on and off our Products.","We use your personal information to recommend features, products, and services that might be of interest to you, identify your preferences, and personalize your experience with Amazon Services.","We use the information we collect to customize our services for you, including providing recommendations, personalized content, and customized search results.",No,"AMAZON,APPLE,FACEBOOK,GOOGLE"
LOCATION HISTORY,LOCATION FROM DEVICE,PERSONALIZE PRODUCTS,ANALYTICS,"Features that leverage Significant Locations involve intelligent assistance and prediction, such as Memories in Photos and predictive traffic routing on the Lock screen.","We use the information we have to deliver our Products, including to personalize features and content (including your News Feed, Instagram Feed, Instagram Stories and ads) and make suggestions for you (such as groups or events you may be interested in or topics you may want to follow) on and off our Products.","We use your personal information to recommend features, products, and services that might be of interest to you, identify your preferences, and personalize your experience with Amazon Services.","When you turn on Location History, you may see a number of benefits across Google products and services, including personalized maps, recommendations based on places you’ve visited, help finding your phone, real-time traffic updates about your commute, and more useful ads.",No,"AMAZON,APPLE,FACEBOOK,GOOGLE"
LOCATION HISTORY,LOCATION FROM DEVICE,PRODUCT SAFETY,SAFETY AND SECURITY,,"We use location-related information-such as your current location, where you live, the places you like to go, and the businesses and people you're near-to provide, personalize and improve our Products, including ads, for you and others.","We release account and other personal information when we believe release is appropriate to comply with the law; enforce or apply our Conditions of Use and other agreements; or protect the rights, property, or safety of Amazon, our users, or others.","We use information to help improve the safety and reliability of our services. This includes detecting, preventing, and responding to fraud, abuse, security risks, and technical issues that could harm Google, our users, or the public.",No,"AMAZON,FACEBOOK,GOOGLE"
LOCATION HISTORY,LOCATION FROM DEVICE,PROTECT COMPANY,SAFETY AND SECURITY,,"We use the information we have to verify accounts and activity, combat harmful conduct, detect and prevent spam and other bad experiences, maintain the integrity of our Products, and promote safety and security on and off of Facebook Products.","We use personal information to prevent and detect fraud and abuse in order to protect the security of our customers, Amazon, and others. We may also use scoring methods to assess and manage credit risks.","We use information to help improve the safety and reliability of our services. This includes detecting, preventing, and responding to fraud, abuse, security risks, and technical issues that could harm Google, our users, or the public.",No,"AMAZON,FACEBOOK,GOOGLE"
LOCATION HISTORY,LOCATION FROM DEVICE,PROVIDE SERVICES,OPERATIONS,,"We use the information we have to deliver our Products, including to personalize features and content (including your News Feed, Instagram Feed, Instagram Stories and ads) and make suggestions for you (such as groups or events you may be interested in or topics you may want to follow) on and off our Products.","We use your personal information to provide functionality, analyze performance, fix errors, and improve the usability and effectiveness of the Amazon Services.","We use your information to deliver our services, like processing the terms you search for in order to return results or helping you share content by suggesting recipients from your contacts.",No,"AMAZON,FACEBOOK,GOOGLE"
